id,id_maquina,id_operador,fecha,turno,uploaded_at,created_at
b3a94d7f-c89e-4e2e-b372-ada5d7290f18,10004,512,2026-04-23,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
b5a1f50c-fdf9-45b2-ac95-c78664b699a9,9995,509,2026-04-20,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
b78ec5af-aada-442a-99df-50d311ab490b,9991,617,2026-04-26,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
b84f396f-226a-4fe0-89fc-3c16168b4262,9995,509,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
bb5ada60-017e-4f38-be0a-4a228a991ef0,MAQ-9758,613,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
bc141752-3a78-40de-a5f1-f0298384fab7,9999,503,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
bcb8f36e-2d05-4194-bdd8-051c44c3aa4c,9996,511,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
bcebbb78-e5a8-48ca-ba94-11cb121817e6,9993,503,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
bdbb9212-0832-45eb-9c51-0e4cdfb5b06d,MAQ-5357,613,2026-04-25,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
c264cf78-e72b-4226-a959-5f0f1354ce1a,MAQ-5357,615,2026-04-26,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
c4bdf57d-c73f-4189-a6a0-289b498f2722,10003,604,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
c4c01089-0452-4a1d-8b3f-374f633f5245,10002,514,2026-04-23,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
c562cf50-6069-41b2-904b-12bae619e0ae,9991,606,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
c7e42fb3-1298-41ce-80e4-5756a36f2c03,10001,507,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
c8309746-defc-4b6c-a0ac-c17bf4e226c2,10003,602,2026-04-20,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
c83db903-97e8-48ab-ab4e-7d18fdc4ac51,10002,512,2026-04-25,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
c9096ebc-fbd9-4e7c-b581-df8e57b0a8a2,9994,600,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ca2c149e-77e0-4556-bd89-838075f419a0,9997,512,2026-04-21,Tarde,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
cb84d7fa-015b-47a7-8029-09d140852d68,9992,606,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
cc5920fb-eff5-4df4-b7c6-71beeae68b20,MAQ-9758,608,2026-04-26,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ccdce5a5-5dcf-47c1-a12d-cfc0cd9d3229,9999,503,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
cd974702-696d-4568-adb0-ca23fb018994,9991,614,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
cde56647-7cf2-4006-ba39-31a24423eb2d,10003,617,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
cf49548f-bf49-4764-b7a7-390cdc99dffe,9991,609,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d0486716-a33f-4028-9397-8b898094903a,9992,610,2026-04-25,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d26f198f-6ca4-45a2-a273-0ad4fc5ea21f,9995,513,2026-04-23,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
d2de0644-5a82-43d0-b2cc-f35cad95d550,10001,507,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d326af5e-8b99-40c7-ae94-9aa6491fc035,9999,503,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d5b50e1d-e71e-4b2e-8d0a-570e4668c948,10002,512,2026-04-22,Tarde,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
d600f5a3-50ae-4f8a-8f95-18028178b168,10000,501,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d6c337c0-6ca5-444a-a878-1be4ecaece89,MAQ-5357,608,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d778e89d-f594-41ff-ad36-6a83f6f6e343,9993,504,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d78b2f9b-8e09-4ed4-b197-5c146a2ca9de,9991,616,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d7ff9e4e-3b9c-44b5-a175-fdf04896b88a,9991,610,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
d99249cb-9214-4938-8d34-745bad9e6307,9993,505,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
dafd732d-f20b-4c68-b9c5-855732563759,9991,614,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
db4a3b30-ef3f-4d06-a7f5-075d9d0d3c28,10002,514,2026-04-20,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
db7985bb-11af-428c-aeec-0f8fdcc764aa,9996,509,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
dbfcb998-aeda-4c82-8b68-11174c45b496,9994,612,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
dbfec576-5065-4d5e-8a5c-7280ce84548e,9998,500,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
dc263f7c-9ace-4160-b372-4e98c331121a,9992,609,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
dcc00b70-db9f-46c0-a22a-6933da68ade1,MAQ-5357,613,2026-04-26,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
dea92f2b-923c-4a86-b5bb-71527055c01b,9997,514,2026-04-20,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
e1c354d1-7671-4b7b-bd20-49a6f4f8ea7e,10003,612,2026-04-26,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e1d0fc98-74d8-488c-a173-6591b9cf9511,9994,601,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e1d4967f-3424-4939-9fb6-6ae6652b9df9,9995,513,2026-04-24,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
e1df2dbe-132c-40d4-b3bc-2ee6c60b54cf,9996,509,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e28e68aa-7f11-466c-b096-15da3ba0ae72,9991,606,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e65a7485-df71-47fe-8330-31a253411b22,10000,500,2026-04-20,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e72ef8c4-ec9a-4293-8fec-2db3452616e1,9992,610,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e7494ff1-bcb9-4461-bda5-17052bb7bc16,MAQ-9758,615,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e8dd5533-8207-459b-b79b-3cd640c595a9,MAQ-5357,613,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
e9c7f76d-1234-4f41-b7bf-d5726ecabdc6,10000,501,2026-04-20,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ea67e392-5b77-4b8c-96e6-388880353fec,9999,504,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ea7bf9c2-3412-4726-9136-ab0de3f66c6e,9995,509,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ec43aad6-aff9-42f2-b015-8ffe28cce97f,9998,502,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ec50a095-28a4-4846-9b9b-30862df24d85,9995,511,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
edfe312c-95e1-4119-a8ed-70e2917e5082,9993,504,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ee1623b7-ca04-4819-ad93-f6bd5e15c5d7,MAQ-9758,608,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
f0a9690a-a0ae-4810-b5d4-005347f91ba4,9992,610,2026-04-26,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
f3795cd1-9790-4b2d-ac75-7e2b0581b36c,9999,504,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
f5111f15-5020-4425-aae9-75b24908c082,9998,502,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
f73e0440-7808-4516-8e31-dde7da05b444,9998,500,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
f78a44d3-4e1e-43a2-a4a3-a85e33ae4a26,9997,513,2026-04-20,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
f8f50c79-63c3-4f90-a627-3dd9d48b20cd,10000,502,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
f91cf352-7d89-4df6-b774-fe688752f6b2,9998,500,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
f978cb57-7994-4cdb-95a0-56b5f202af75,10004,512,2026-04-25,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
fa8c5871-8905-4dc2-8d76-f27022bac72a,9991,609,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
fab71107-dd95-4ff9-86a2-b2eab1ffa1b6,10003,602,2026-04-25,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
fb16d6a0-9640-4e27-9795-c127f3163716,MAQ-9758,608,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
fb9b8f28-7821-4599-894b-ad2f8399e3b4,9997,514,2026-04-21,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
fd12333d-937b-4b03-b0d0-7fbaa744b97c,MAQ-9758,605,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
fd3f5fd1-43dd-46c0-ad34-26df50a71570,MAQ-9758,608,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
fe087cc0-b6e3-4424-bb63-775f230f1559,9994,612,2026-04-25,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ff0668f8-163a-4ddb-8d22-b61264dd2929,10004,512,2026-04-24,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
